step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.25803597882403,0,0.0,0.9466948255466311,0,0.0,0.9455988940817952,0,0.0,1.0,0,0.0,1.0,0,0.0,0.942606940247219,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9425167526257483,0,0.0,0.9403024208284871,0,0.0,0.9451673308121673,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9356258895715521,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.132769842857009,0,0.0,0.9206673299445094,0,0.0,0.973101604633365,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9341706900918818,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9715293004265275,0,0.0,0.9707653179337079,0,0.0,0.9138157665867562,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.97026519522666,0,0.0,1.0,0,0.0
15.0,1,2.0,0.05,12.365459726489698,0,0.0,0.898611805069824,0,0.0,0.840058539178494,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6927541869133065,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9813230763456262,0,0.0,0.9434484785272839,0,0.0,0.94123648121837,0,0.0,0.8684900251398566,0,0.0,0.9229145546909269,0,0.0,0.9201001444404611,0,0.0,0.921304435573625,0,0.0,0.8538339365277627,1,2.0
20.0,2,5.0,0.08928571428571429,12.162226576643251,1,3.0,0.7354756460430969,1,2.0,0.8376882355887693,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8002487702278739,0,3.0,0.4525737497469879,0,0.0,1.0,0,0.0,1.0,0,0.0,0.943539723661581,0,0.0,0.9645904883688246,0,0.0,0.9484290343475423,0,0.0,0.9628575298348446,0,0.0,0.9386751785579589,0,0.0,0.9354038073826839,0,0.0,0.9631326640726635,0,0.0,0.909645781641052,2,8.0
25.0,3,9.0,0.125,11.487858227508253,0,3.0,0.8123477105487181,3,9.0,0.6231859488794964,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9819854250191326,0,3.0,0.9073052211388454,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9773950444727578,0,0.0,0.9820177082203041,0,2.0,0.6987062091472838,0,0.0,0.7637497619400438,0,0.0,0.7094210608109806,0,0.0,0.8427568691411367,0,0.0,0.9829075641407439,0,0.0,0.9313290932592919,3,17.0
30.0,5,17.0,0.2125,10.988990003451303,2,5.0,0.671572925212814,0,4.0,0.7040495160347671,0,0.0,0.9318970925168071,0,1.0,0.6962010407727037,0,0.0,0.9664263748609944,0,3.0,0.9157437788276948,0,0.0,1.0,0,0.0,1.0,0,0.0,0.949880312732945,0,0.0,0.9731713672979789,1,7.0,0.8569039816199021,1,6.0,0.623313612828354,1,5.0,0.5706622227563838,0,0.0,0.9558298172125839,0,0.0,0.8552520455746029,0,1.0,0.7372995962378441,5,32.0
35.0,9,21.0,0.21875,9.801986807532424,1,4.0,0.6271241686076566,2,7.0,0.5450340365529603,0,4.0,0.7516386860303237,0,1.0,0.9130139863702688,0,0.0,0.9645760046668447,1,3.0,0.4602736600670331,0,0.0,0.9859249896073652,0,0.0,1.0,1,1.0,0.6309732971524146,0,0.0,0.9489240697561435,0,2.0,0.8399299158236302,2,12.0,0.6861027388033624,0,3.0,0.6558739684546931,0,0.0,0.9555678622345191,1,5.0,0.5264173016043029,1,3.0,0.7493762608545833,9,45.0
40.0,18,62.0,0.5535714285714286,9.331279507416424,2,12.0,0.6529011455890227,1,5.0,0.8350294737795085,1,5.0,0.7987049750222707,0,1.0,0.7742102688356638,0,0.0,0.9586904351239969,5,18.0,0.29688318947515463,0,0.0,0.9259299239346676,0,0.0,1.0,2,14.0,0.47629036690784954,0,0.0,0.9551469123433024,2,5.0,0.5828832896872135,0,7.0,0.7674384673839618,2,9.0,0.21298667006051267,0,0.0,0.9497411177629036,0,3.0,0.831135338700265,3,16.0,0.3898129086450895,18,95.0
45.0,7,21.0,0.175,8.621104287056763,1,7.0,0.5542505686230503,1,8.0,0.7456144369065172,2,17.0,0.6013548610150292,0,0.0,0.6929189498326149,0,0.0,0.929072071605076,0,19.0,0.41656436588851403,0,4.0,0.5250434428781038,0,0.0,0.7301650487393724,0,9.0,0.6239446846822044,0,0.0,0.7320882033310742,0,6.0,0.5045818964382104,2,10.0,0.24602257869492747,0,8.0,0.8176209773219922,0,4.0,0.7228468520300569,0,2.0,0.8967637644823494,1,11.0,0.6791414083121431,7,105.0
