step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.830881793472154,0,0.0,0.9588652830113064,0,0.0,0.9592560188866235,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9601810962366163,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9574578880402868,0,0.0,0.9541351318588425,0,0.0,0.9573564097943578,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9588592871198705,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.964716492278868,0,0.0,0.9629279756818518,0,0.0,0.9638907589467192,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9625673421071879,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9630251826256857,0,0.0,0.9617052906621845,0,0.0,0.9626711797869192,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9656087077766788,0,0.0,1.0,0,0.0
15.0,2,2.0,0.05,11.588538968287583,1,1.0,0.7488913918508285,0,0.0,0.9346968514423247,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6312675013560791,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7148471266081888,0,0.0,0.9425739758749323,0,0.0,0.9522232957667549,0,0.0,0.9771985795951958,0,0.0,1.0,0,0.0,0.9959897044522925,0,0.0,0.9466821772982114,0,0.0,0.9961771438601994,2,2.0
20.0,6,28.0,0.5,10.390666276963076,2,10.0,0.6513396171028816,0,0.0,0.6295185715879249,0,0.0,1.0,0,0.0,1.0,2,10.0,0.5001250380740843,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,8.0,0.48880886293866244,0,0.0,0.9066533364641906,0,0.0,0.9366673759709176,0,0.0,0.9798012471266745,0,0.0,1.0,0,0.0,0.9804520560221786,0,0.0,0.9821774589167921,0,0.0,0.9793659628491315,6,28.0
25.0,14,70.0,0.9722222222222222,9.08216198139265,0,4.0,0.699616157374197,2,13.0,0.5401379497046018,0,0.0,1.0,0,0.0,0.9494918349357284,5,28.0,0.39923173668950407,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,4,26.0,0.38137613103762424,2,5.0,0.5931645863318267,1,2.0,0.7977827058122986,0,0.0,0.7789333003898846,0,0.0,1.0,0,0.0,0.9348038562651362,0,0.0,0.9679572282909572,0,0.0,0.9638827745791199,14,78.0
30.0,21,124.0,1.55,7.834072831627466,2,6.0,0.685219484341424,4,30.0,0.5904069443900586,0,0.0,0.9484953062204138,0,0.0,0.9892070865898825,6,56.0,0.2574183309377998,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,19.0,0.44192391127891945,4,20.0,0.3974982087054565,2,10.0,0.5526093933577797,2,5.0,0.0003104172060877313,0,4.0,0.7815748367318684,0,0.0,1.0,1,1.0,0.7839482880059394,0,0.0,0.9688135689142058,21,151.0
35.0,13,118.0,1.2291666666666667,8.041884473382396,0,2.0,0.6541493355643373,0,21.0,0.6434776237538735,0,0.0,0.9646434305934563,0,0.0,0.9867977894109278,8,94.0,0.24079893977284372,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7672697416802818,0,14.0,0.47514998705591627,1,9.0,0.452803494958214,2,19.0,0.22921580768195618,0,4.0,0.8957886141021487,0,4.0,0.5671374232017217,2,8.0,0.6394937353784452,0,0.0,0.01133334255802722,13,175.0
40.0,20,182.0,1.625,8.955134376264851,3,6.0,0.6840971023760141,2,7.0,0.4903359150782798,0,0.0,0.9912861011191063,0,0.0,0.9323645052215122,10,137.0,0.28660393909557574,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9316483981746234,0,0.0,0.950417965381245,0,0.0,0.7638820950690923,1,10.0,0.8162813703154027,2,33.0,0.6910553866450122,0,4.0,0.7633037694474382,0,4.0,0.8784723531232349,1,3.0,0.5128698291647016,1,6.0,0.2163152811907043,20,210.0
45.0,21,145.0,1.2083333333333333,9.07642471775959,0,4.0,0.6298708819408135,6,34.0,0.310327759395195,0,0.0,0.9336950385145733,1,1.0,0.7635061512351475,5,124.0,0.2730575752766953,0,4.0,0.41284147031711504,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8394114819031158,0,0.0,0.9447938541066572,1,15.0,0.8088662403540262,2,43.0,0.7893116384066979,3,12.0,0.6208204445683531,0,2.0,0.908460542757164,2,7.0,0.5528059580473809,1,13.0,0.7190769431424616,21,259.0
