step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.363524044079316,0,0.0,0.9712632307009503,0,0.0,0.9671595489594536,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9735340768982595,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9674658954475737,0,0.0,0.9709613272681639,0,0.0,0.971828534644528,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9705277141320785,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.251883789457882,0,0.0,0.9702137580879606,0,0.0,0.9690045689094806,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9042075708748191,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9696785443655366,0,0.0,0.9720524135716349,0,0.0,0.8892583600881585,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9225520911907352,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,12.189241676077021,1,1.0,0.7775346326824825,0,0.0,0.9686420510764074,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9517331578511574,0,0.0,0.7539257725392976,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7641900048758581,0,0.0,0.9487149526036368,0,0.0,0.9590753590899253,0,0.0,0.7434871470326283,0,0.0,1.0,0,0.0,0.9789313090931707,0,0.0,0.953310094598192,0,0.0,0.6676068846031092,1,1.0
20.0,3,7.0,0.125,11.911722491160694,1,1.0,0.7792845652794749,0,2.0,0.791233095297342,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9628768786077497,0,0.0,0.9650887808676205,0,0.0,1.0,0,0.0,1.0,2,6.0,0.4733026019380478,0,0.0,0.97374103065855,0,0.0,0.9793229508155754,0,0.0,0.9644291654301878,0,0.0,1.0,0,0.0,0.954200360441559,0,0.0,0.9620276440684338,0,0.0,0.9639158341641408,3,9.0
25.0,3,12.0,0.16666666666666666,11.580009069590673,2,9.0,0.6824686632287197,1,5.0,0.8168338247190023,0,0.0,1.0,0,0.0,0.7487261491377899,0,0.0,0.9682886052458424,0,0.0,0.9358778210926992,0,0.0,0.9870794230140347,0,0.0,1.0,0,3.0,0.6163098943238766,0,0.0,0.9682447064015147,0,0.0,0.8041016905109455,0,0.0,0.8767922360365471,0,4.0,0.46308621518952947,0,0.0,0.9786404899941595,0,0.0,0.9796504747708049,0,0.0,0.9528355821378363,3,21.0
30.0,5,17.0,0.2125,10.649761188195129,1,4.0,0.5972097001968942,2,13.0,0.6485853395341193,0,0.0,0.9482375661170955,0,0.0,0.9470782730116992,0,0.0,0.936950658335156,0,0.0,0.9511048216207105,0,0.0,0.9755431500476085,0,0.0,1.0,0,0.0,0.8955779814668539,0,0.0,0.9443927378584874,2,9.0,0.4769511050695882,0,0.0,0.40727998008702737,0,4.0,0.8002453804697665,0,0.0,0.9800884149515804,0,0.0,0.9742200993188928,0,0.0,0.9774173054550287,5,30.0
35.0,6,20.0,0.20833333333333334,10.732791667890238,3,9.0,0.6332560035696129,1,11.0,0.5178537463685747,0,0.0,0.9520140672169903,0,0.0,0.961980274451577,0,0.0,0.9444252352650434,0,0.0,0.9454747230686958,0,0.0,0.9644098042684529,0,0.0,0.9759133248533655,0,0.0,0.9412755924847691,0,0.0,0.9823505764316565,0,6.0,0.73747723914922,2,15.0,0.25794261083010006,0,4.0,0.8701883229800549,0,0.0,0.9302316237273781,0,0.0,0.8123157485127711,0,0.0,0.9215594203674409,6,45.0
40.0,5,22.0,0.19642857142857142,11.390703306635475,0,4.0,0.7055253497298285,4,22.0,0.4763652229863328,0,0.0,0.9164623190543176,0,0.0,0.9623145401496763,0,0.0,0.8635383615886006,0,0.0,0.9750499846491154,0,0.0,0.9572829373445534,0,0.0,0.9687847736105991,0,0.0,0.9598514018054468,0,0.0,0.9802305038411498,0,4.0,0.9223500805880988,0,8.0,0.8620896705079764,0,0.0,0.8430219112866151,0,0.0,0.9116689445225972,1,4.0,0.6409565443751125,0,2.0,0.7111010912030399,5,44.0
45.0,11,24.0,0.2,10.302874340817429,2,3.0,0.6968792074280263,2,22.0,0.6703778946826979,1,1.0,0.7377025267262404,0,0.0,0.9225273320015465,1,6.0,0.5083413568875782,0,0.0,0.9785470189403014,0,0.0,0.9222932213338805,0,0.0,0.8206281501051668,0,4.0,0.6254767040460754,0,0.0,0.954763161688506,0,0.0,0.7558287386740894,0,8.0,0.9230749183693033,3,7.0,0.5240373670365878,0,0.0,0.932567190497357,1,1.0,0.6639703081284293,1,9.0,0.7579517347837903,11,61.0
