step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.247802397040726,0,0.0,0.9505698237166534,0,0.0,0.9424676076660078,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9480359955117508,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9523900353003653,0,0.0,0.9464784918323363,0,0.0,0.9552777893787877,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9527778646085905,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.069035023778788,0,0.0,0.9608266327542307,0,0.0,0.9546718903776886,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9607454550213801,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9652881470237312,0,0.0,0.9560110100402506,0,0.0,0.8183438517328623,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9558556982384006,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,11.993597405953043,1,1.0,0.7295403597209448,0,0.0,0.7898018464758791,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9468172997181373,0,0.0,0.9529501206294134,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9536013252472268,0,0.0,0.9404861124060695,0,0.0,0.9450687695640754,0,0.0,0.43626774403603613,0,0.0,0.9759375539111378,0,0.0,0.9495095842208218,0,0.0,0.9540992503513981,0,0.0,0.8669564971984896,1,1.0
20.0,3,6.0,0.10714285714285714,11.394447136783006,1,1.0,0.7143920815096932,2,5.0,0.5130389775163235,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9311255723101811,0,0.0,0.9483798259002286,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9619087729274168,0,0.0,0.9681951340471636,0,0.0,0.9424912325492344,0,0.0,0.9616094352367837,0,0.0,0.9503865240251566,0,0.0,0.9517056241381763,0,0.0,0.910792308710587,0,0.0,0.9658494722686152,3,6.0
25.0,2,9.0,0.125,11.766334535807431,2,9.0,0.7387306941860636,0,3.0,0.7584372115050514,0,0.0,0.9599972698547904,0,0.0,1.0,0,0.0,0.9455905134100829,0,0.0,0.9539470862559982,0,0.0,0.9752904718854852,0,0.0,1.0,0,0.0,0.9652011105890899,0,0.0,0.9621815205416129,0,0.0,0.7605366882376084,0,0.0,0.9626881493558322,0,0.0,0.9467252827358607,0,0.0,0.94157665552016,0,0.0,0.938128292233129,0,0.0,0.9666998697033761,2,12.0
30.0,3,6.0,0.075,11.89895507168134,1,2.0,0.6264826227374948,0,2.0,0.9512336496126697,0,0.0,0.9386633768510031,0,0.0,0.9569399679309984,0,0.0,0.9336672482938745,0,0.0,0.951139991385032,0,0.0,0.9502483764052893,0,0.0,1.0,0,0.0,0.9452191740287054,0,0.0,0.9630358260679793,2,7.0,0.534382030775681,0,4.0,0.8997050481452857,0,0.0,0.9578717988869325,0,0.0,0.9556598829109669,0,0.0,0.9592099985740702,0,0.0,0.9554945379654722,3,15.0
35.0,4,12.0,0.125,11.148688736506477,3,11.0,0.634507030172102,1,3.0,0.42202325244546696,0,0.0,0.8173470570634452,0,0.0,0.9566114810472723,0,0.0,0.9349793173011325,0,0.0,0.9463493389872542,0,0.0,0.9040338690148142,0,0.0,0.9586266109943749,0,0.0,0.9487854277623118,0,0.0,0.9498473763523185,0,4.0,0.8239276428233907,0,4.0,0.8588155893305482,0,0.0,0.7990480559223362,0,0.0,0.9527171132480333,0,2.0,0.8522705203726219,0,0.0,0.9473943176779784,4,24.0
40.0,8,23.0,0.20535714285714285,10.615842996263543,0,5.0,0.6966374752225799,1,9.0,0.4913286852748655,2,5.0,0.5755781097693364,0,0.0,0.9514922332480925,0,0.0,0.972036350141495,0,0.0,0.9320580721317601,0,0.0,0.9512984141672918,0,0.0,0.9456424463971191,0,2.0,0.8635761980966535,0,0.0,0.9641634945464109,1,9.0,0.7536910885149447,3,7.0,0.58671751531634,1,5.0,0.6331056406668212,0,0.0,0.9439381620472809,0,4.0,0.9580395341216112,0,0.0,0.9415198057592832,8,46.0
45.0,8,37.0,0.30833333333333335,10.090616414261763,1,4.0,0.6879246924200946,1,10.0,0.7279523946932632,1,5.0,0.5528588479404724,0,2.0,0.8167731267435767,0,0.0,0.9405074251602957,0,0.0,0.9733405858318667,0,0.0,0.6859902809222203,0,0.0,0.9521009747833749,0,4.0,0.8895746286507814,0,0.0,0.9674427881817379,1,4.0,0.5256233319870057,4,28.0,0.30046332231020356,0,1.0,0.7216486974277838,0,0.0,0.8268095553643094,0,4.0,0.9378390917648994,0,0.0,0.9018187490161899,8,62.0
