step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.718756318022608,0,0.0,0.9525919395315495,0,0.0,0.9493840393113409,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9590239109125231,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9550811907134691,0,0.0,0.9587410785366973,0,0.0,0.9548674364561465,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9571457388967589,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.47805903699177,0,0.0,0.9659989027757873,0,0.0,0.9641281750399613,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8821549689443554,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.964400236812294,0,0.0,0.9698433407319573,0,0.0,0.9597241439778466,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9122682012588332,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.76098911749821,0,0.0,0.7670853047516121,0,0.0,0.7563142367798006,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9735276270287331,0,0.0,0.7215348478467977,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9807866872126075,0,0.0,0.9325137273104842,0,0.0,0.9728791780781827,0,0.0,0.8059045467060115,0,0.0,0.9675817870758293,0,0.0,0.9301892182223831,0,0.0,0.6247705829179185,0,0.0,1.0,0,0.0
20.0,4,14.0,0.25,11.224246974560657,2,7.0,0.6907677895012366,2,7.0,0.5980555497035434,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9513120723761576,0,0.0,0.9637610867475604,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9319097407793085,0,0.0,0.949224445474897,0,0.0,0.9369663998182675,0,0.0,0.952977699569553,0,0.0,0.9470111665601558,0,0.0,0.8805813887115183,0,0.0,0.7286030371682399,0,2.0,0.42643449799276556,4,16.0
25.0,2,3.0,0.041666666666666664,11.328338064251197,1,4.0,0.6381925894611211,0,5.0,0.6122521546255235,0,0.0,0.9488927869585992,0,0.0,1.0,0,0.0,0.950225185320476,0,0.0,0.9499246767450066,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9712404013750389,0,0.0,0.9751366734853232,0,2.0,0.8553690318976418,0,4.0,0.7782752935857118,0,0.0,0.9661702485224443,1,2.0,0.6592597814612969,0,0.0,0.9656151555252349,0,2.0,0.9226780661857775,2,19.0
30.0,5,17.0,0.2125,11.34475525096419,2,8.0,0.6375928851161458,2,7.0,0.5215203862715518,0,0.0,0.951210124172443,0,2.0,0.3803953180322255,0,0.0,0.9663484612619544,0,0.0,0.9522447991346761,0,0.0,0.9685224873116466,0,0.0,1.0,0,0.0,0.9777965203484942,1,2.0,0.668472412386019,0,4.0,0.8634596152843692,0,4.0,0.8012626071593135,0,0.0,0.9576745994445244,0,0.0,0.7795751263423986,0,0.0,0.9533402195512534,0,2.0,0.9231380684769283,5,29.0
35.0,8,39.0,0.40625,10.720031943345246,1,5.0,0.5975317732429418,3,24.0,0.5342277761545552,0,0.0,0.957228011625066,0,2.0,0.9226848872666514,0,0.0,0.9557087322814849,0,0.0,0.9409650112055652,0,0.0,0.9637812645743065,0,0.0,1.0,0,0.0,0.5498760659359602,2,11.0,0.5062543723235507,0,4.0,0.9008784430800795,2,9.0,0.7424227632769623,0,0.0,0.8116762481397966,0,0.0,1.0,0,0.0,0.95320265091029,0,0.0,0.9626518438643344,8,55.0
40.0,12,47.0,0.41964285714285715,9.91957135297403,2,9.0,0.692091365666325,0,12.0,0.7737822990057852,0,0.0,0.875507219917532,0,2.0,0.934406245678119,0,0.0,0.7157889277437124,0,0.0,0.9684625015596989,0,0.0,0.9540373292687031,0,0.0,0.9427297351395153,3,17.0,0.47019922164519923,0,7.0,0.6580822721992282,1,5.0,0.5729847081525862,4,21.0,0.5796749090480918,2,3.0,0.0006403169807488306,0,4.0,0.3498618958479509,0,0.0,0.9608236458792782,0,0.0,0.9330441841246218,12,80.0
45.0,11,48.0,0.4,9.281981596281431,1,3.0,0.5673741776768895,2,10.0,0.7521812255933944,1,2.0,0.8149897830004773,0,0.0,0.9099026755283814,2,5.0,0.5254031476209823,0,0.0,1.0,0,0.0,0.7070039537243474,0,0.0,0.8756763833324241,4,36.0,0.5242720863828182,0,0.0,0.8843436848278413,0,3.0,0.49223689961636363,1,19.0,0.40169450538214047,0,2.0,0.40391779529163374,0,6.0,0.799863125333198,0,4.0,0.7894440316812362,0,0.0,0.8496888557470592,11,90.0
